timestamp,session_id,current_time_str,action,sentiment,confidence,close,style,engine_decision,engine_reason,regime,ter,net_progress_3,momentum_slope,retracement_depth,velocity_increasing,regime_momentum,v_reversal
2025-08-05 11:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24640.55078125,NONE,EXECUTED,Style ORE rejected because OPENING_RANGE_EXPANSION eligibility is false; REMR rejected because RANGE_EXTREME_MEAN_REVERSION eligibility is false; ITC rejected because INTRADAY_TREND_CONTINUATION eligibility is false; VBD rejected because VOLATILITY_BREAK eligibility is false. No style meets eligibility criteria at 11:15 IST in MIDDAY session phase.,,0.15,20.4,,,False,,
2025-08-05 11:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24619.349609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied eligibility matrix.,,0.13,-15.7,,,False,,
2025-08-05 11:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24632.349609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.18,-4.8,,,False,,
2025-08-05 12:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24624.900390625,VBD,EXECUTED,Style VBD selected because volatility breakout confirmed with ATR-based thresholds. Rejected ORE and REMR due to missing early expansion or stall signals.,,0.08,-8.0,,,False,,
2025-08-05 12:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24659.44921875,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.37,34.8,,,False,,
2025-08-05 12:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24641.599609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,,0.1,-16.5,,,True,,
2025-08-05 12:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24641.05078125,NONE,EXECUTED,Style [REMR] rejected because location is UNKNOWN and confidence (0.25) below minimum (0.45). Style [ITC] rejected due to insufficient trend depth and volume alignment. No eligible style satisfied structural or directional criteria.,,0.25,-16.0,,,False,,
2025-08-05 13:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24626.94921875,NONE,EXECUTED,No style eligible per matrix; confidence below minimum thresholds.,,0.33,-23.0,,,False,,
2025-08-05 13:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24624.55078125,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix or confidence threshold.,,0.15,-14.5,,,False,,
2025-08-05 13:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24612.55078125,NONE,EXECUTED,No style eligible per matrix; cannot trade in LATE session after 14:30.,,0.14,-16.2,,,False,,
2025-08-05 13:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24619.599609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM disabled after 14:30 rule. No style satisfied structural alignment.,,0.26,14.6,,,False,,
2025-08-05 14:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24616.94921875,NONE,EXECUTED,"Style [NONE] selected because no eligible styles satisfied eligibility matrix and confidence threshold. Rejected OPENING_RANGE_EXPANSION, RANGE_EXTREME_MEAN_REVERSION, INTRADAY_TREND_CONTINUATION, VOLATILITY_BREAK, LATE_SESSION_RISK_OFF because all were marked false in Style Eligibility Matrix.",,0.09,7.2,,,False,,
2025-08-05 14:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24619.44921875,NONE,EXECUTED,Style [REMR] rejected because location is UNKNOWN; Style [ITC] rejected due to insufficient trend strength and volume contraction; Style [VBD] rejected as no volatility break observed; Style [ORE] ineligible per matrix. No eligible style satisfies structural alignment.,,0.06,-5.5,,,False,,
2025-08-05 14:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24614.69921875,NONE,EXECUTED,Style REMR rejected due to BEARISH_SWING context; ORE ineligible per matrix; ITC/VBD require trending structure not present; LSRM prohibited after 14:30.,,0.13,2.4,,,True,,
2025-08-05 14:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24607.94921875,NONE,EXECUTED,"Style REMR rejected due to location UNKNOWN; ORE requires clear expansion, not met. ITC lacks trend confirmation. VBD needs compression breakout. Confidence below minimum thresholds for all eligible styles.",,0.01,-14.4,,,False,,
2025-08-05 15:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24627.19921875,NONE,EXECUTED,"Style LSRM selected because Time >=14:30 triggers risk-off mode and no new positions allowed. Rejected ORE, REMR, ITC, VBD because Style Eligibility Matrix shows they are false.",,0.01,2.9,,,False,,
2025-08-05 15:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24661.650390625,NONE,EXECUTED,Style LSRM triggered but time >=14:30 prohibits new positions; all other styles ineligible per matrix.,,0.46,50.2,,,False,,
2025-08-06 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24644.349609375,NONE,EXECUTED,"Style ORE rejected because eligibility false; REMR rejected because eligibility false; ITC rejected because eligibility false; VBD rejected because eligibility false; LSRM rejected because time not >=14:30. No style eligible, so HOLD.",,0.0,-5.2,,,False,,
2025-08-06 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,24609.650390625,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement and volume expansion required. REMR rejected due to no extreme location. ORE rejected as price not expanding from range.,,0.57,-41.7,,,False,,
2025-08-06 10:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24595.849609375,NONE,EXECUTED,Style ORE rejected due to false expansion; REMR ineligible per matrix; ITC/VBD require trending structure absent; LSRM not in session phase. No eligible style satisfies conditions.,,0.19,-25.2,,,True,,
2025-08-06 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24631.0,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.02,10.9,,,False,,
2025-08-06 10:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24591.25,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.09,-14.2,,,False,,
2025-08-06 10:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24564.349609375,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.53,-38.2,,,False,,
2025-08-06 11:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24561.0,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement; Rejected ORE and REMR because not at expansion or stall zones.,,0.11,-3.6,,,False,,
2025-08-06 11:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,24551.25,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns for continuation. REMR rejected due to no extreme location; ORE rejected as not early expansion phase.,,0.19,-5.2,,,False,,
2025-08-06 11:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,24557.25,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement eligible. REMR rejected because location unknown and no extreme rejection confirmed. ORE rejected due to no early expansion.,,0.11,-3.8,,,False,,
2025-08-06 11:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.72,24580.19921875,ITC,EXECUTED,Counter-Trend Signal Blocked (Attempted BUY_CALL during BEARISH Break),,0.26,10.8,,,False,,
2025-08-06 12:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,24594.349609375,NONE,EXECUTED,"Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style eligible, so HOLD.",,0.33,27.9,,,False,,
2025-08-06 12:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24607.25,NONE,EXECUTED,"Style ORE rejected due to false eligibility; REMR rejected as location unknown and confidence below minimum; ITC, VBD, LSRM ineligible. No style satisfies structural alignment or confidence threshold.",,0.2,26.9,,,False,,
2025-08-06 12:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24620.19921875,NONE,EXECUTED,Style ORE rejected due to false expansion signal; REMR rejected as location unknown and no stall observed; ITC rejected for lacking trend direction; VBD rejected by volatility break rule; LSRM irrelevant before 14:30. No eligible style meets confidence threshold.,,0.34,32.2,,,False,,
2025-08-06 12:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24603.94921875,NONE,EXECUTED,Style REMR rejected due to insufficient location clarity; ORE ineligible; ITC requires trending structure not present; VBD lacks compression break; LSRM not in late session. No style met eligibility or confidence threshold.,,0.13,-12.6,,,False,,
2025-08-06 13:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24612.599609375,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.21,12.5,,,False,,
2025-08-06 13:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24616.900390625,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.45,8.9,,,False,,
2025-08-06 13:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24617.150390625,NONE,EXECUTED,No style eligible per matrix; cannot trade in LATE session after 14:30.,,0.15,-0.9,,,False,,
2025-08-06 13:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24606.0,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM prohibited after 14:30. No style satisfied structural or confidence thresholds.,,0.04,-14.2,,,False,,
2025-08-06 14:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.5,24589.05078125,NONE,EXECUTED,"No eligible style satisfied; all Style Eligibility Matrix flags are false. LATE_SESSION_RISK_OFF is false but time is 14:00 (>=14:30 rule not triggered). Expected Move envelope is meaningful, yet without a qualifying style no trade can be initiated. Therefore HOLD.",,0.4,-26.9,,,False,,
2025-08-06 14:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24588.80078125,NONE,EXECUTED,Style REMR rejected due to location UNKNOWN; no eligible style meets confidence threshold of 0.45 for REMR or higher thresholds for others.,,0.16,-9.3,,,False,,
2025-08-06 14:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,24567.849609375,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement. Rejected ORE and REMR because location is UNKNOWN and not expanding or stalling at S/P/R.,,0.37,-16.0,,,False,,
2025-08-06 14:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24565.900390625,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement eligible. REMR rejected because location unknown and no extreme rejection. ORE rejected due to LATE session phase.,,0.28,-8.4,,,False,,
2025-08-06 15:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24568.44921875,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session not early.,,0.1,8.0,,,False,,
2025-08-06 15:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24573.94921875,NONE,EXECUTED,"Style LSRM selected because Time >=14:30 blocks new positions. Rejected ORE, REMR, ITC, VBD because Style Eligibility Matrix is false for all.",,0.08,6.9,,,False,,
2025-08-07 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24518.94921875,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.0,-50.7,,,False,,
2025-08-07 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24502.25,NONE,EXECUTED,"Style ORE rejected due to false expansion signal; REMR rejected as location unknown and no stall observed; ITC, VBD, LSRM ineligible per matrix.",,0.03,-23.6,,,False,,
2025-08-07 10:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24476.099609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied structural or confidence thresholds.,,0.43,-28.5,,,False,,
2025-08-07 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24483.05078125,NONE,EXECUTED,Style REMR eligible but confidence below minimum (0.45). Other styles ineligible. Selected_style=NONE.,,0.29,1.7,,,False,,
2025-08-07 10:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24439.30078125,ITC,EXECUTED,"Style ITC selected because trending structure with shallow retracement and volume expansion required, but confidence below minimum threshold of 0.70. Rejected ORE because not in opening range phase, rejected REMR because no extreme location identified, rejected VBD because no volatility break detected.",,0.33,-36.8,,,False,,
2025-08-07 10:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.5,24418.25,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as not early expansion; VBD rejected for insufficient volatility; LSRM irrelevant pre-14:30. Confidence 0.5 below required 0.70 minimum.,,0.59,-32.4,,,False,,
2025-08-07 11:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24408.55078125,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE/REMR/VBD/LSRM because eligibility false, and REMR requires extreme location which is absent.",,0.32,-27.2,,,True,,
2025-08-07 11:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24421.55078125,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement. Rejected ORE/REMR/VBD/LSRM because ineligible or insufficient confidence.,,0.05,-4.5,,,False,,
2025-08-07 11:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24419.849609375,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or timing not met.",,0.12,8.2,,,False,,
2025-08-07 11:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24422.19921875,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.05,-2.0,,,False,,
2025-08-07 12:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24434.30078125,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.1,10.6,,,False,,
2025-08-07 12:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24441.349609375,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement possible. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.18,14.9,,,False,,
2025-08-07 12:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24431.94921875,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.06,-10.4,,,False,,
2025-08-07 12:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24425.19921875,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.12,-11.6,,,False,,
2025-08-07 13:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24434.849609375,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as not early expansion phase.,,0.13,-0.1,,,False,,
2025-08-07 13:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24404.44921875,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contracting aligns with continuation play. REMR rejected due to no extreme location; ORE not eligible.,,0.32,-31.1,,,False,,
2025-08-07 13:30:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.58,24356.849609375,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location; ORE/VBD/LSRM ineligible.,,0.45,-46.3,,,False,,
2025-08-07 13:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24377.05078125,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns for continuation play. REMR rejected due to no extreme location; ORE invalid as session not early.,,0.13,19.1,,,False,,
2025-08-07 14:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24404.900390625,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.42,19.5,,,False,,
2025-08-07 14:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24467.30078125,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM prohibited after 14:30. No style satisfies eligibility or confidence threshold.,,0.7,79.1,,,False,,
2025-08-07 14:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24478.5,NONE,EXECUTED,No style eligible per matrix; LSRM active at 14:30 prevents new positions.,,0.36,50.9,,,False,,
2025-08-07 14:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24518.94921875,NONE,EXECUTED,Style ORE rejected due to false expansion; REMR rejected as location unknown; ITC rejected for no trend; VBD rejected for no breakout; LSRM disabled by time but risk-off not triggered.,,0.45,49.3,,,False,,
2025-08-07 15:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24568.19921875,ITC,EXECUTED,"Style ITC selected because trend_up with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.55,53.1,,,False,,
2025-08-07 15:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.72,24604.69921875,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as session is LATE and not expanding.,,0.54,67.6,,,False,,
2025-08-08 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24509.25,NONE,EXECUTED,"Style ORE rejected because OPENING_RANGE_EXPANSION eligibility is false; REMR rejected due to RANGE_EXTREME_MEAN_REVERSION eligibility false; ITC, VBD, LSRM ineligible per matrix. No style satisfies structural alignment at 09:30 IST.",,0.0,-117.4,,,False,,
2025-08-08 09:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24484.69921875,ORE,EXECUTED,Style ORE selected because early expansion possible. Rejected REMR because location unknown. Rejected ITC because no trend yet.,,0.53,-30.8,,,False,,
2025-08-08 10:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24452.55078125,ORE,EXECUTED,Style ORE selected because price is expanding from opening range. Rejected REMR because location context unknown and no stall observed.,,0.61,-47.2,,,False,,
2025-08-08 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24457.400390625,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfied eligibility matrix.,,0.3,-19.8,,,False,,
2025-08-08 10:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24444.30078125,NONE,EXECUTED,Style ORE eligible but confidence below minimum (0.25 < 0.55). Style ITC eligible but confidence below minimum (0.25 < 0.70). No style meets required confidence threshold.,,0.06,-5.0,,,False,,
2025-08-08 10:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.52,24426.75,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns with continuation play. REMR rejected due to no extreme location; ORE not eligible.,,0.4,-40.8,,,False,,
2025-08-08 11:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24427.19921875,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement. Rejected ORE and REMR because not at expansion or stall. Other styles ineligible.,,0.08,-10.4,,,False,,
2025-08-08 11:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24450.25,ITC,EXECUTED,"Style ITC selected because trending pullback setup aligns with shallow retracement and volume contraction. Rejected ORE because no early imbalance, rejected REMR because not at extreme level, rejected VBD because no volatility break.",,0.14,27.6,,,False,,
2025-08-08 11:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24440.599609375,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement. Rejected ORE and REMR because not at expansion or stall. Confidence below minimum.,,0.12,-0.5,,,False,,
2025-08-08 11:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24434.05078125,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement. Rejected ORE and REMR because price not expanding or stalling at extreme levels.,,0.01,1.2,,,False,,
2025-08-08 12:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,24404.400390625,ITC,EXECUTED,Style ITC selected because trending down with shallow retracement and volume contraction aligns for continuation. Rejected REMR because location unknown and confidence below minimum.,,0.23,-27.4,,,False,,
2025-08-08 12:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24419.400390625,ITC,EXECUTED,Style ITC selected because trending pullback setup aligns with shallow retracement in bearish swing. Rejected ORE and REMR because price is not expanding from opening range nor stalling at clear S/R.,,0.22,-14.4,,,False,,
2025-08-08 12:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24435.80078125,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.28,12.8,,,False,,
2025-08-08 12:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24448.30078125,ITC,EXECUTED,Style ITC selected because trend continuation setup detected. Rejected ORE and REMR because location context unknown.,,0.34,12.0,,,False,,
2025-08-08 13:00:00,BACKTEST_20260119_150947,,HOLD,STALL,0.25,24446.69921875,ITC,EXECUTED,Style ITC selected because trending pullback setup aligns with structure. Rejected ORE and REMR because price not expanding or stalling at extreme levels.,,0.18,9.9,,,False,,
2025-08-08 13:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24439.150390625,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement and volume expansion qualifies. REMR rejected due to no extreme location; ORE rejected as session not opening.,,0.28,-20.7,,,False,,
2025-08-08 13:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24451.150390625,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45; other styles not eligible.,,0.15,15.2,,,False,,
2025-08-08 13:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24430.94921875,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.06,5.3,,,False,,
2025-08-08 14:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24433.69921875,ITC,EXECUTED,Style ITC selected because trend_down with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as session not early.,,0.24,-24.1,,,False,,
2025-08-08 14:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.45,24432.5,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or timing invalid.",,0.04,7.8,,,False,,
2025-08-08 14:30:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24404.55078125,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or timing constraints.",,0.18,-8.5,,,False,,
2025-08-08 14:45:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24415.25,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or timing invalid.",,0.09,13.8,,,False,,
2025-08-08 15:00:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24396.5,ITC,EXECUTED,"Style ITC selected because trending structure with shallow retracement; Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.18,-21.9,,,False,,
2025-08-08 15:15:00,BACKTEST_20260119_150947,,HOLD,WEAKNESS,0.25,24345.19921875,ITC,EXECUTED,"Style ITC selected because trending down with shallow retracement. Rejected ORE, REMR, VBD, LSRM because ineligible or insufficient confidence.",,0.49,-62.0,,,False,,
2025-08-11 09:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24418.150390625,NONE,EXECUTED,Style ORE rejected due to false expansion; REMR rejected for no extreme location; ITC/VBD require trend or break not present; confidence below minimum thresholds.,,0.0,67.3,,,False,,
2025-08-11 09:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.45,24356.849609375,NONE,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No style satisfies eligibility matrix at 09:45 IST.,,0.28,-44.6,,,False,,
2025-08-11 10:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24411.05078125,ORE,EXECUTED,Style ORE selected because price is expanding out of opening range. Rejected REMR because location unknown and no stall observed.,,0.3,29.8,,,False,,
2025-08-11 10:15:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24421.400390625,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.26,21.6,,,False,,
2025-08-11 10:30:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.78,24445.900390625,ITC,EXECUTED,Style ITC selected because trend_up with shallow retracement and volume contracting aligns. REMR rejected due to no extreme location; ORE not eligible.,,0.38,35.5,,,False,,
2025-08-11 10:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.95,24448.80078125,ITC,EXECUTED,ITC Blocked: Trend Quality Inefficient (TER 0.19),,0.19,7.5,,,False,,
2025-08-11 11:00:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.75,24450.80078125,ITC,EXECUTED,Style ITC selected because trending up with shallow retracement and volume contracting aligns with continuation. REMR rejected due to no extreme location; ORE rejected as not early expansion phase.,,0.09,2.0,,,False,,
2025-08-11 11:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24461.599609375,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.02,6.9,,,False,,
2025-08-11 11:30:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.25,24444.5,ITC,EXECUTED,Style ITC selected because trend_up with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as not early expansion.,,0.09,1.8,,,False,,
2025-08-11 11:45:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24414.150390625,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.62,-47.8,,,False,,
2025-08-11 12:00:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.0,24426.30078125,NONE,EXECUTED,No style eligible per matrix; cannot trade.,,0.04,8.9,,,False,,
2025-08-11 12:15:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24437.55078125,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns; REMR rejected due to no extreme location; ORE rejected as not early expansion phase.,,0.31,13.8,,,False,,
2025-08-11 12:30:00,BACKTEST_20260119_150947,,HOLD,NEUTRAL,0.25,24431.55078125,NONE,EXECUTED,Style REMR eligible but confidence below minimum threshold of 0.45. No other styles eligible.,,0.01,-14.0,,,False,,
2025-08-11 12:45:00,BACKTEST_20260119_150947,,HOLD,STRENGTH,0.45,24462.849609375,ITC,EXECUTED,Style ITC selected because trending structure with shallow retracement aligns. REMR rejected due to no extreme location. ORE rejected as not early expansion phase.,,0.26,17.0,,,False,,
